#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Geobacter sulfurreducens	Bacteria	Proteobacteria	delta/epsilon subdivisions	3.81413	1	-	-	3
Geobacter toluenoxydans	Bacteria	Proteobacteria	delta/epsilon subdivisions	4.20736	-	-	-	1
Geobacter uraniireducens	Bacteria	Proteobacteria	delta/epsilon subdivisions	5.13636	1	-	-	1
Geodermatophilaceae bacterium URHA0031	Bacteria	Terrabacteria group	Actinobacteria	5.23692	-	-	-	1
Geodermatophilaceae bacterium URHB0048	Bacteria	Terrabacteria group	Actinobacteria	4.70588	-	-	-	1
Geodermatophilaceae bacterium URHB0062	Bacteria	Terrabacteria group	Actinobacteria	5.09304	-	-	-	1
Geodermatophilus	Bacteria	Terrabacteria group	Actinobacteria	4.36882	-	-	-	1
Geodermatophilus obscurus	Bacteria	Terrabacteria group	Actinobacteria	5.3225	1	-	-	1
Geofilum rubicundum	Bacteria	FCB group	Bacteroidetes/Chlorobi group	4.9214	-	-	-	1
Geoglobus acetivorans	Archaea	Euryarchaeota	Archaeoglobi	1.86082	1	-	-	1
Geoglobus ahangari	Archaea	Euryarchaeota	Archaeoglobi	1.77009	1	-	-	1
Geomicrobium	Bacteria	Terrabacteria group	Firmicutes	4.17037	-	-	-	4
Geopsychrobacter electrodiphilus	Bacteria	Proteobacteria	delta/epsilon subdivisions	4.24173	-	-	-	1
Georgenia	Bacteria	Terrabacteria group	Actinobacteria	4.84219	-	-	-	1
Geospiza fortis	Eukaryota	Animals	Birds	1065.29	-	-	-	1
Geothrix fermentans	Bacteria	Acidobacteria	Holophagae	3.28981	-	-	-	1
Geotrichum candidum	Eukaryota	Fungi	Ascomycetes	41.3845	-	-	-	2
Geovibrio	Bacteria	Deferribacteres	Deferribacteres	2.97166	-	-	-	1
Gerris buenoi	Eukaryota	Animals	Insects	1000.16	-	-	-	1
Getah virus	Viruses	ssRNA viruses	Togaviridae	0.011597	1	-	-	1
Giant guitarfish polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.003962	1	-	-	1
Giardia intestinalis	Eukaryota	Protists	Other Protists	11.2136	-	-	-	7
Giardia lamblia virus	Viruses	dsRNA viruses	Totiviridae	0.006277	1	-	-	1
Gibbon ape leukemia virus	Viruses	Retro-transcribing viruses	Retroviridae	0.008088	1	-	-	1
Gill-associated virus	Viruses	ssRNA viruses	Roniviridae	0.026253	1	-	-	1
Gilliamella apicola	Bacteria	Proteobacteria	Gammaproteobacteria	3.13941	1	-	-	46
Gillisia	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.9593	-	-	-	3
Gillisia limnaea	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.96686	-	-	-	1
Gillisia marina	Bacteria	FCB group	Bacteroidetes/Chlorobi group	2.9814	-	-	-	1
Gilvimarinus agarilyticus	Bacteria	Proteobacteria	Gammaproteobacteria	4.19084	-	-	-	1
Gilvimarinus chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.06887	-	-	-	1
Gilvimarinus polysaccharolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	3.74606	-	-	-	1
Gimesia maris	Bacteria	PVC group	Planctomycetes	7.778	-	-	-	1
Giraffa camelopardalis	Eukaryota	Animals	Mammals	-	-	-	-	-
Glaciecola	Bacteria	Proteobacteria	Gammaproteobacteria	2.56088	1	-	1	2
Glaciecola nitratireducens	Bacteria	Proteobacteria	Gammaproteobacteria	4.13423	1	-	-	1
Glaciecola pallidula	Bacteria	Proteobacteria	Gammaproteobacteria	4.36305	-	-	-	2
Glaciecola punicea	Bacteria	Proteobacteria	Gammaproteobacteria	3.07686	-	-	-	1
Glaciibacter superstes	Bacteria	Terrabacteria group	Actinobacteria	4.80253	-	-	-	1
Glarea lozoyensis	Eukaryota	Fungi	Ascomycetes	39.5097	-	1	-	2
Gliomastix tumulicola	Eukaryota	Fungi	Ascomycetes	42.3854	-	-	-	1
Globicatella sanguinis	Bacteria	Terrabacteria group	Firmicutes	2.32775	-	-	-	1
Globodera pallida	Eukaryota	Animals	Roundworms	123.625	-	-	-	1
Globodera rostochiensis	Eukaryota	Animals	Roundworms	95.8763	-	-	-	1
Gloeobacter kilaueensis	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	4.72479	1	-	-	1
Gloeobacter violaceus	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	4.65902	1	-	-	1
Gloeocapsa	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	4.02511	1	-	4	2
Gloeophyllum trabeum	Eukaryota	Fungi	Basidiomycetes	37.1782	-	-	-	1
Glomeribacter sp. 1016415	Bacteria	Proteobacteria	Betaproteobacteria	2.63764	-	-	-	1
Glonium stellatum	Eukaryota	Fungi	Ascomycetes	40.5216	-	-	-	1
Glossina austeni	Eukaryota	Animals	Insects	370.265	-	-	-	1
Glossina brevipalpis	Eukaryota	Animals	Insects	315.36	-	-	-	1
Glossina fuscipes	Eukaryota	Animals	Insects	374.775	-	-	-	1
Glossina morsitans	Eukaryota	Animals	Insects	363.107	-	-	-	2
Glossina pallidipes	Eukaryota	Animals	Insects	357.332	-	-	-	1
Glossina pallidipes salivary gland hypertrophy virus	Viruses	unassigned viruses	Hytrosaviridae	0.190032	1	-	-	1
Glossina palpalis	Eukaryota	Animals	Insects	380.104	-	-	-	1
Gluconacetobacter	Bacteria	Proteobacteria	Alphaproteobacteria	4.23334	-	-	-	1
Gluconacetobacter diazotrophicus	Bacteria	Proteobacteria	Alphaproteobacteria	3.91495	1	-	2	2
Gluconobacter albidus	Bacteria	Proteobacteria	Alphaproteobacteria	3.6612	-	-	-	2
Gluconobacter cerinus	Bacteria	Proteobacteria	Alphaproteobacteria	3.66169	-	-	-	1
Gluconobacter frateurii	Bacteria	Proteobacteria	Alphaproteobacteria	3.39609	-	-	-	3
Gluconobacter japonicus	Bacteria	Proteobacteria	Alphaproteobacteria	3.88996	-	-	-	6
Gluconobacter morbifer	Bacteria	Proteobacteria	Alphaproteobacteria	2.88706	-	-	-	1
Gluconobacter oxydans	Bacteria	Proteobacteria	Alphaproteobacteria	3.81623	1	-	5	13
Gluconobacter roseus	Bacteria	Proteobacteria	Alphaproteobacteria	2.88121	-	-	-	1
Gluconobacter thailandicus	Bacteria	Proteobacteria	Alphaproteobacteria	3.67773	-	-	-	5
Glutamicibacter arilaitensis	Bacteria	Terrabacteria group	Actinobacteria	3.91842	1	-	2	2
Glutamicibacter mysorens	Bacteria	Terrabacteria group	Actinobacteria	3.42746	-	-	-	1
Glycine max	Eukaryota	Plants	Land Plants	978.972	40	2	-	2
Glycine soja	Eukaryota	Plants	Land Plants	863.568	-	-	-	1
Glycomyces	Bacteria	Terrabacteria group	Actinobacteria	4.96238	-	-	-	1
Glycomyces arizonensis	Bacteria	Terrabacteria group	Actinobacteria	5.04858	-	-	-	1
Glycomyces tenuis	Bacteria	Terrabacteria group	Actinobacteria	5.73529	-	-	-	2
Glypta fumiferanae ichnovirus	Viruses	dsDNA viruses, no RNA stage	Polydnaviridae	0.291597	105	-	-	1
Goatpox virus Pellor	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.149599	1	-	-	1
Gokushovirinae Bog1183_53	Viruses	ssDNA viruses	Microviridae	0.004609	1	-	-	1
Gokushovirinae Bog5712_52	Viruses	ssDNA viruses	Microviridae	0.004501	1	-	-	1
Gokushovirinae Bog8989_22	Viruses	ssDNA viruses	Microviridae	0.004656	1	-	-	1
Gokushovirinae Fen672_31	Viruses	ssDNA viruses	Microviridae	0.004624	1	-	-	1
Gokushovirinae Fen7875_21	Viruses	ssDNA viruses	Microviridae	0.004631	1	-	-	1
Gokushovirinae GAIR4	Viruses	ssDNA viruses	Microviridae	0.004468	1	-	-	1
Gokushovirinae GNX3R	Viruses	ssDNA viruses	Microviridae	0.004273	1	-	-	1
Golden Gate virus	Viruses	ssRNA viruses	Arenaviridae	0.010404	2	-	-	1
Golden shiner totivirus	Viruses	dsRNA viruses	Totiviridae	0.007788	1	-	-	1
Gonapodya prolifera	Eukaryota	Fungi	Other Fungi	48.7948	-	-	-	1
Gongronella sp. w5	Eukaryota	Fungi	Other Fungi	34.7235	-	-	-	1
Gongylonema pulchrum	Eukaryota	Animals	Roundworms	322.334	-	-	-	1
Gonium pectorale	Eukaryota	Plants	Green Algae	148.806	-	-	-	1
Goodfellowiella coeruleoviolacea	Bacteria	Terrabacteria group	Actinobacteria	9.38996	-	-	-	1
Goose aviadenovirus A	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.043376	1	-	-	1
Goose calicivirus	Viruses	ssRNA viruses	Caliciviridae	0.008013	1	-	-	1
Goose circovirus	Viruses	ssDNA viruses	Circoviridae	0.001821	1	-	-	1
Goose dicistrovirus	Viruses	ssRNA viruses	Dicistroviridae	0.00913	1	-	-	1
Goose hemorrhagic polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005256	1	-	-	1
Goose paramyxovirus SF02	Viruses	ssRNA viruses	Paramyxoviridae	0.015192	1	-	-	1
Goose parvovirus	Viruses	ssDNA viruses	Parvoviridae	0.005106	1	-	-	1
Gooseberry vein banding associated virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007659	1	-	-	1
Gordonia	Bacteria	Terrabacteria group	Actinobacteria	4.42873	1	-	3	13
Gordonia aichiensis	Bacteria	Terrabacteria group	Actinobacteria	5.09203	-	-	-	1
Gordonia alkanivorans	Bacteria	Terrabacteria group	Actinobacteria	5.18058	-	-	-	3
Gordonia amarae	Bacteria	Terrabacteria group	Actinobacteria	5.30638	-	-	-	1
Gordonia amicalis	Bacteria	Terrabacteria group	Actinobacteria	5.17957	-	-	-	3
Gordonia araii	Bacteria	Terrabacteria group	Actinobacteria	3.90655	-	-	-	1
Gordonia bronchialis	Bacteria	Terrabacteria group	Actinobacteria	5.29001	1	-	1	1
Gordonia desulfuricans	Bacteria	Terrabacteria group	Actinobacteria	5.42863	-	-	-	1
Gordonia effusa	Bacteria	Terrabacteria group	Actinobacteria	4.70302	-	-	-	1
Gordonia hirsuta	Bacteria	Terrabacteria group	Actinobacteria	3.48946	-	-	-	2
Gordonia hydrophobica	Bacteria	Terrabacteria group	Actinobacteria	4.57944	-	-	-	1
Gordonia jacobaea	Bacteria	Terrabacteria group	Actinobacteria	4.92554	-	-	-	1
Gordonia kroppenstedtii	Bacteria	Terrabacteria group	Actinobacteria	4.22537	-	-	-	1
Gordonia malaquae	Bacteria	Terrabacteria group	Actinobacteria	4.46546	-	-	-	1
Gordonia namibiensis	Bacteria	Terrabacteria group	Actinobacteria	4.94161	-	-	-	1
Gordonia neofelifaecis	Bacteria	Terrabacteria group	Actinobacteria	4.25729	-	-	-	1
Gordonia otitidis	Bacteria	Terrabacteria group	Actinobacteria	5.29589	-	-	-	1
Gordonia paraffinivorans	Bacteria	Terrabacteria group	Actinobacteria	4.63233	-	-	-	1
Gordonia phage GMA3	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.077779	1	-	-	1
Gordonia phage GMA7	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.073419	1	-	-	1
Gordonia phage GRU1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.065766	1	-	-	1
Gordonia phage GTE2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.04553	1	-	-	1
Gordonia phage GTE5	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.065839	1	-	-	1
Gordonia phage GTE6	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.056982	-	-	-	1
Gordonia phage GTE7	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.074431	1	-	-	1
Gordonia phage GTE8	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.067617	-	-	-	1
Gordonia phage Gmala1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.075167	1	-	-	1
Gordonia phage GordDuk1	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.076276	1	-	-	1
Gordonia phage GordTnk2	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.075987	1	-	-	1
Gordonia phage KatherineG	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.052689	1	-	-	1
Gordonia phage Rosalind	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.052684	1	-	-	1
Gordonia phage Smoothie	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.093139	1	-	-	1
Gordonia phage Soups	Viruses	dsDNA viruses, no RNA stage	Siphoviridae	0.052924	1	-	-	1
Gordonia polyisoprenivorans	Bacteria	Terrabacteria group	Actinobacteria	5.8443	1	-	1	4
Gordonia rhizosphera	Bacteria	Terrabacteria group	Actinobacteria	6.43499	-	-	-	1
Gordonia rubripertincta	Bacteria	Terrabacteria group	Actinobacteria	5.20423	-	-	-	1
Gordonia shandongensis	Bacteria	Terrabacteria group	Actinobacteria	3.33065	-	-	-	1
Gordonia sihwensis	Bacteria	Terrabacteria group	Actinobacteria	4.14089	-	-	-	2
Gordonia soli	Bacteria	Terrabacteria group	Actinobacteria	5.37582	-	-	-	1
Gordonia sputi	Bacteria	Terrabacteria group	Actinobacteria	4.95298	-	-	-	1
Gordonia terrae	Bacteria	Terrabacteria group	Actinobacteria	5.6733	1	-	-	4
Gordonia westfalica	Bacteria	Terrabacteria group	Actinobacteria	4.4427	-	-	-	1
Gordonibacter pamelaeae	Bacteria	Terrabacteria group	Actinobacteria	3.60802	1	-	-	1
Gorilla anellovirus	Viruses	ssDNA viruses	Anelloviridae	0.002568	1	-	-	1
Gorilla gorilla	Eukaryota	Animals	Mammals	3035.66	24	1	-	4
Gorilla gorilla gorilla polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.0053	1	-	-	1
Gorilla smacovirus	Viruses	unclassified viruses	unclassified	0.002532	1	-	-	1
Gorillibacterium	Bacteria	Terrabacteria group	Firmicutes	5.26377	-	-	-	1
Gorillibacterium massiliense	Bacteria	Terrabacteria group	Firmicutes	5.54643	-	-	-	1
Gossypium arboreum	Eukaryota	Plants	Land Plants	1694.44	13	-	-	2
Gossypium darwinii symptomless alphasatellite	Viruses	Satellites	unclassified	0.001378	1	-	-	1
Gossypium darwinii symptomless virus	Viruses	ssDNA viruses	Geminiviridae	0.00274	1	-	-	1
Gossypium davidsonii symptomless alphasatellite	Viruses	Satellites	unclassified	0.001315	1	-	-	1
Gossypium hirsutum	Eukaryota	Plants	Land Plants	2189.14	52	2	-	1
Gossypium punctatum mild leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.005462	2	-	-	1
Gossypium raimondii	Eukaryota	Plants	Land Plants	761.565	26	1	-	2
Gottschalkia acidurici	Bacteria	Terrabacteria group	Firmicutes	3.10825	1	-	1	1
Goutanap virus	Viruses	ssRNA viruses	unclassified	0.009165	1	-	-	1
Gracilaria chilensis	Eukaryota	Other	Other	-	-	-	-	-
Gracilariopsis lemaneiformis	Eukaryota	Other	Other	-	-	-	-	-
Gracilibacillus	Bacteria	Terrabacteria group	Firmicutes	4.20723	-	-	-	4
Gracilibacillus boraciitolerans	Bacteria	Terrabacteria group	Firmicutes	3.65158	-	-	-	1
Gracilibacillus halophilus	Bacteria	Terrabacteria group	Firmicutes	3.03443	-	-	-	1
Gracilibacillus lacisalsi	Bacteria	Terrabacteria group	Firmicutes	4.40925	-	-	-	1
Gracilibacter	Bacteria	Terrabacteria group	Firmicutes	4.10544	-	-	-	1
Gracilibacteria bacterium JGI 0000069-K10	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.759477	-	-	-	1
Gracilibacteria bacterium JGI 0000069-P22	Bacteria	unclassified Bacteria	Bacteria candidate phyla	0.341011	-	-	-	1
Gracilimonas tropica	Bacteria	Rhodothermaeota	Balneolia	3.83124	-	-	-	1
Gramella echinicola	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.51383	-	-	-	1
Gramella forsetii	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.79847	1	-	-	1
Gramella portivictoriae	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.2694	-	-	-	1
Graminella nigrifrons virus 1	Viruses	ssRNA viruses	Iflaviridae	0.009617	1	-	-	1
Granulibacter bethesdensis	Bacteria	Proteobacteria	Alphaproteobacteria	2.70836	1	-	-	4
Granulicatella	Bacteria	Terrabacteria group	Firmicutes	2.03157	-	-	-	2
Granulicatella adiacens	Bacteria	Terrabacteria group	Firmicutes	1.94717	-	-	-	1
Granulicatella elegans	Bacteria	Terrabacteria group	Firmicutes	1.74336	-	-	-	1
Granulicella mallensis	Bacteria	Acidobacteria	Acidobacteriia	6.23758	1	-	-	1
Granulicella tundricola	Bacteria	Acidobacteria	Acidobacteriia	5.50398	1	-	5	1
Granulicoccus phenolivorans	Bacteria	Terrabacteria group	Actinobacteria	4.11772	-	-	-	3
Grapevine Algerian latent virus	Viruses	ssRNA viruses	Tombusviridae	0.004731	1	-	-	1
Grapevine Anatolian ringspot virus	Viruses	ssRNA viruses	Secoviridae	0.011895	2	-	-	1
Grapevine Bulgarian latent virus	Viruses	ssRNA viruses	Secoviridae	0.013273	2	-	-	1
Grapevine Pinot gris virus	Viruses	ssRNA viruses	Betaflexiviridae	0.007275	1	-	-	1
Grapevine Red Globe virus	Viruses	ssRNA viruses	Tymoviridae	0.006863	1	-	-	1
Grapevine Syrah virus 1	Viruses	ssRNA viruses	Tymoviridae	0.006506	1	-	-	1
Grapevine associated narnavirus-1	Viruses	ssRNA viruses	Narnaviridae	0.002733	1	-	-	1
Grapevine berry inner necrosis virus	Viruses	ssRNA viruses	Betaflexiviridae	0.007241	1	-	-	1
Grapevine chrome mosaic virus	Viruses	ssRNA viruses	Secoviridae	0.011653	2	-	-	1
Grapevine deformation virus	Viruses	ssRNA viruses	Secoviridae	0.011139	2	-	-	1
Grapevine endophyte endornavirus	Viruses	dsRNA viruses	Endornaviridae	0.012154	1	-	-	1
Grapevine fanleaf virus	Viruses	ssRNA viruses	Secoviridae	0.011116	2	-	-	1
Grapevine fanleaf virus satellite RNA	Viruses	Satellites	unclassified	0.001114	1	-	-	1
Grapevine fleck virus	Viruses	ssRNA viruses	Tymoviridae	0.007564	1	-	-	1
Grapevine latent viroid	Viroids	unclassified viroids	Grapevine latent viroid	0.000328	1	-	-	1
Grapevine leafroll-associated virus 1	Viruses	ssRNA viruses	Closteroviridae	0.018659	1	-	-	1
Grapevine leafroll-associated virus 10	Viruses	ssRNA viruses	Closteroviridae	0.013696	1	-	-	1
Grapevine leafroll-associated virus 13	Viruses	ssRNA viruses	Closteroviridae	0.017608	1	-	-	1
Grapevine leafroll-associated virus 2	Viruses	ssRNA viruses	Closteroviridae	0.016494	1	-	-	1
Grapevine leafroll-associated virus 3	Viruses	ssRNA viruses	Closteroviridae	0.017919	1	-	-	1
Grapevine leafroll-associated virus 4	Viruses	ssRNA viruses	Closteroviridae	0.01383	1	-	-	1
Grapevine leafroll-associated virus 5	Viruses	ssRNA viruses	Closteroviridae	0.013384	1	-	-	1
Grapevine leafroll-associated virus 6	Viruses	ssRNA viruses	Closteroviridae	0.013807	1	-	-	1
Grapevine leafroll-associated virus 7	Viruses	ssRNA viruses	Closteroviridae	0.016404	1	-	-	1
Grapevine red-blotch associated virus	Viruses	ssDNA viruses	Geminiviridae	0.003206	1	-	-	1
Grapevine roditis leaf discoloration-associated virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.006988	1	-	-	1
Grapevine rootstock stem lesion associated virus	Viruses	ssRNA viruses	Closteroviridae	0.016527	1	-	-	1
Grapevine rupestris stem pitting-associated virus	Viruses	ssRNA viruses	Betaflexiviridae	0.008744	1	-	-	1
Grapevine satellite virus	Viruses	Satellites	unclassified	0.00106	1	-	-	1
Grapevine vein-clearing virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007753	1	-	-	1
Grapevine virus A	Viruses	ssRNA viruses	Betaflexiviridae	0.007351	1	-	-	1
Grapevine virus B	Viruses	ssRNA viruses	Betaflexiviridae	0.007599	1	-	-	1
Grapevine virus E	Viruses	ssRNA viruses	Betaflexiviridae	0.007564	1	-	-	1
Grapevine virus F	Viruses	ssRNA viruses	Betaflexiviridae	0.007551	1	-	-	1
Grapevine yellow speckle viroid 1	Viroids	Pospiviroidae	Apscaviroid	0.000366	1	-	-	1
Grapevine yellow speckle viroid 2	Viroids	Pospiviroidae	Apscaviroid	0.000363	1	-	-	1
Graphilbum fragrans	Eukaryota	Fungi	Ascomycetes	34.2709	-	-	-	1
Grass carp rhabdovirus V76	Viruses	ssRNA viruses	Rhabdoviridae	0.011096	1	-	-	1
Great Island virus	Viruses	dsRNA viruses	Reoviridae	0.017858	10	-	-	1
Gregarina niphandrodes	Eukaryota	Protists	Apicomplexans	14.0091	-	-	-	1
Gremmeniella abietina RNA virus L1	Viruses	dsRNA viruses	Totiviridae	0.005133	1	-	-	1
Gremmeniella abietina RNA virus L2	Viruses	dsRNA viruses	Totiviridae	0.005129	1	-	-	1
Gremmeniella abietina RNA virus MS1	Viruses	dsRNA viruses	Partitiviridae	0.004554	3	-	-	1
Gremmeniella abietina mitochondrial RNA virus S2	Viruses	ssRNA viruses	Narnaviridae	0.002587	1	-	-	1
Gremmeniella abietina type B RNA virus XL1	Viruses	dsRNA viruses	Endornaviridae	0.010375	1	-	-	1
Grifola frondosa	Eukaryota	Fungi	Basidiomycetes	39.2893	-	-	-	1
Grimontia	Bacteria	Proteobacteria	Gammaproteobacteria	5.46267	-	-	-	1
Grimontia celer	Bacteria	Proteobacteria	Gammaproteobacteria	5.60749	-	-	-	1
Grimontia hollisae	Bacteria	Proteobacteria	Gammaproteobacteria	3.99827	2	-	-	2
Grimontia indica	Bacteria	Proteobacteria	Gammaproteobacteria	5.55559	-	-	-	1
Grimontia marina	Bacteria	Proteobacteria	Gammaproteobacteria	5.6907	-	-	-	1
Grosmannia clavigera	Eukaryota	Fungi	Ascomycetes	29.794	-	-	-	2
Ground squirrel hepatitis virus	Viruses	Retro-transcribing viruses	Hepadnaviridae	0.003311	1	-	-	1
Groundnut bud necrosis virus	Viruses	ssRNA viruses	Bunyaviridae	0.016769	3	-	-	1
Groundnut ringspot and Tomato chlorotic spot virus reassortant	Viruses	ssRNA viruses	Bunyaviridae	0.016791	3	-	-	1
Groundnut rosette virus	Viruses	ssRNA viruses	Tombusviridae	0.004019	1	-	-	1
Groundnut rosette virus satellite RNA	Viruses	Satellites	unclassified	0.000893	1	-	-	1
Gryllotalpicola ginsengisoli	Bacteria	Terrabacteria group	Actinobacteria	2.94498	-	-	-	1
Gryllus bimaculatus nudivirus	Viruses	dsDNA viruses, no RNA stage	Nudiviridae	0.096944	1	-	-	1
Guanarito mammarenavirus	Viruses	ssRNA viruses	Arenaviridae	0.010424	2	-	-	1
Guar leaf curl alphasatellite	Viruses	Satellites	unclassified	0.001364	1	-	-	1
Guillardia theta	Eukaryota	Other	Other	87.1453	-	-	-	1
Guinea pig Chlamydia phage	Viruses	ssDNA viruses	Microviridae	0.004529	1	-	-	1
Gulbenkiania indica	Bacteria	Proteobacteria	Betaproteobacteria	2.848	-	-	-	2
Gulbenkiania mobilis	Bacteria	Proteobacteria	Betaproteobacteria	3.42026	-	-	-	1
Gull circovirus	Viruses	ssDNA viruses	Circoviridae	0.002035	1	-	-	1
Gulosibacter molinativorax	Bacteria	Terrabacteria group	Actinobacteria	3.37913	-	-	-	1
Gyalolechia flavorubescens	Eukaryota	Fungi	Ascomycetes	34.4682	-	-	-	1
Gymnopus luxurians	Eukaryota	Fungi	Basidiomycetes	66.2817	-	-	-	1
Gynuella sunshinyii	Bacteria	Proteobacteria	Gammaproteobacteria	6.47596	1	-	-	1
Gyrodactylus salaris	Eukaryota	Animals	Flatworms	67.3807	-	-	-	1
Gyrovirus 4	Viruses	ssDNA viruses	Circoviridae	0.002034	1	-	-	1
Gyrovirus GyV3	Viruses	ssDNA viruses	Circoviridae	0.002359	1	-	-	1
Gyrovirus GyV7-SF	Viruses	ssDNA viruses	Circoviridae	0.002439	1	-	-	1
Gyrovirus GyV8	Viruses	ssDNA viruses	Circoviridae	0.002218	1	-	-	1
Gyrovirus Tu243	Viruses	ssDNA viruses	Circoviridae	0.00202	1	-	-	1
Gyrovirus Tu789	Viruses	ssDNA viruses	Circoviridae	0.002282	1	-	-	1
HCBI8.215 virus	Viruses	ssDNA viruses	unclassified	0.002152	1	-	-	1
HCBI9.212 virus	Viruses	ssDNA viruses	unclassified	0.002121	1	-	-	1
HMO Astrovirus A	Viruses	ssRNA viruses	Astroviridae	0.006534	1	-	-	1
Habenaria mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.009499	1	-	-	1
Habropoda laboriosa	Eukaryota	Animals	Insects	296.955	-	-	-	1
Hadesarchaea archaeon DG-33	Archaea	Euryarchaeota	Hadesarchaea	0.786381	-	-	-	1
Hadesarchaea archaeon DG-33-1	Archaea	Euryarchaeota	Hadesarchaea	0.928769	-	-	-	1
Hadesarchaea archaeon YNP_45	Archaea	Euryarchaeota	Hadesarchaea	1.23113	-	-	-	1
Hadesarchaea archaeon YNP_N21	Archaea	Euryarchaeota	Hadesarchaea	1.2062	-	-	-	1
Haematobacter massiliensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.12868	-	-	-	1
Haematobacter missouriensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.95881	-	-	-	1
Haematospirillum jordaniae	Bacteria	Proteobacteria	Alphaproteobacteria	2.46762	1	-	2	1
Haemonchus contortus	Eukaryota	Animals	Roundworms	319.758	-	-	-	2
Haemonchus placei	Eukaryota	Animals	Roundworms	259.126	-	-	-	1
Haemophilus	Bacteria	Proteobacteria	Gammaproteobacteria	2.55613	-	-	-	6
Haemophilus aegyptius	Bacteria	Proteobacteria	Gammaproteobacteria	1.96358	-	-	-	3
Haemophilus haemolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	2.32816	-	-	-	13
